100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
20409300651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
20409400651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
20409500651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
20409600651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
20409700651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
100652Pedido de Compra em 26/10/2019 com 9 itens201910261855270000052,00E
20409800652Item do Pedido 00652 e valor: R$ 39,00            0000039,00
20409900652Item do Pedido 00652 e valor: R$ 9,00             0000009,00
20410000652Item do Pedido 00652 e valor: R$ 1,00             0000001,00
20410100652Item do Pedido 00652 e valor: R$ 3,00             0000003,00
20410200652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
20410300652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
20410400652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
20410500652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
20410600652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
20410700652Item do Pedido 00652 e valor: R$ 0,00             0000000,00
100653Pedido de Compra em 26/10/2019 com 9 itens201910261855270000015,00E
20410800653Item do Pedido 00653 e valor: R$ 13,00            0000013,00
20410900653Item do Pedido 00653 e valor: R$ 2,00             0000002,00
20411000653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411100653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411200653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411300653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411400653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411500653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411600653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
20411700653Item do Pedido 00653 e valor: R$ 0,00             0000000,00
100654Pedido de Compra em 26/10/2019 com 9 itens201910261855270000030,00E
20411800654Item do Pedido 00654 e valor: R$ 18,00            0000018,00
20411900654Item do Pedido 00654 e valor: R$ 1,00             0000001,00
20412000654Item do Pedido 00654 e valor: R$ 5,00             0000005,00
20412100654Item do Pedido 00654 e valor: R$ 1,00             0000001,00
20412200654Item do Pedido 00654 e valor: R$ 2,00             0000002,00
20412300654Item do Pedido 00654 e valor: R$ 3,00             0000003,00
20412400654Item do Pedido 00654 e valor: R$ 0,00             0000000,00
20412500654Item do Pedido 00654 e valor: R$ 0,00             0000000,00
20412600654Item do Pedido 00654 e valor: R$ 0,00             0000000,00
20412700654Item do Pedido 00654 e valor: R$ 0,00             0000000,00
100655Pedido de Compra em 26/10/2019 com 9 itens201910261855270000052,00E
20412800655Item do Pedido 00655 e valor: R$ 40,00            0000040,00
20412900655Item do Pedido 00655 e valor: R$ 3,00             0000003,00
20413000655Item do Pedido 00655 e valor: R$ 2,00             0000002,00
20413100655Item do Pedido 00655 e valor: R$ 7,00             0000007,00
20413200655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
20413300655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
20413400655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
20413500655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
20413600655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
20413700655Item do Pedido 00655 e valor: R$ 0,00             0000000,00
100656Pedido de Compra em 26/10/2019 com 9 itens201910261855270000163,00E
20413800656Item do Pedido 00656 e valor: R$ 40,00            0000040,00
20413900656Item do Pedido 00656 e valor: R$ 74,00            0000074,00
20414000656Item do Pedido 00656 e valor: R$ 20,00            0000020,00
20414100656Item do Pedido 00656 e valor: R$ 28,00            0000028,00
20414200656Item do Pedido 00656 e valor: R$ 1,00             0000001,00
20414300656Item do Pedido 00656 e valor: R$ 0,00             0000000,00
20414400656Item do Pedido 00656 e valor: R$ 0,00             0000000,00
20414500656Item do Pedido 00656 e valor: R$ 0,00             0000000,00
20414600656Item do Pedido 00656 e valor: R$ 0,00             0000000,00
20414700656Item do Pedido 00656 e valor: R$ 0,00             0000000,00
100657Pedido de Compra em 26/10/2019 com 9 itens201910261855270000101,00E
20414800657Item do Pedido 00657 e valor: R$ 33,00            0000033,00
20414900657Item do Pedido 00657 e valor: R$ 57,00            0000057,00
20415000657Item do Pedido 00657 e valor: R$ 1,00             0000001,00
20415100657Item do Pedido 00657 e valor: R$ 4,00             0000004,00
20415200657Item do Pedido 00657 e valor: R$ 5,00             0000005,00
20415300657Item do Pedido 00657 e valor: R$ 1,00             0000001,00
20415400657Item do Pedido 00657 e valor: R$ 0,00             0000000,00
20415500657Item do Pedido 00657 e valor: R$ 0,00             0000000,00
20415600657Item do Pedido 00657 e valor: R$ 0,00             0000000,00
20415700657Item do Pedido 00657 e valor: R$ 0,00             0000000,00
100658Pedido de Compra em 26/10/2019 com 9 itens201910261855270000078,00E
20415800658Item do Pedido 00658 e valor: R$ 26,00            0000026,00
20415900658Item do Pedido 00658 e valor: R$ 17,00            0000017,00
20416000658Item do Pedido 00658 e valor: R$ 26,00            0000026,00
20416100658Item do Pedido 00658 e valor: R$ 5,00             0000005,00
20416200658Item do Pedido 00658 e valor: R$ 2,00             0000002,00
20416300658Item do Pedido 00658 e valor: R$ 2,00             0000002,00
20416400658Item do Pedido 00658 e valor: R$ 0,00             0000000,00
20416500658Item do Pedido 00658 e valor: R$ 0,00             0000000,00
20416600658Item do Pedido 00658 e valor: R$ 0,00             0000000,00
20416700658Item do Pedido 00658 e valor: R$ 0,00             0000000,00
100659Pedido de Compra em 26/10/2019 com 9 itens201910261855270000165,00E
20416800659Item do Pedido 00659 e valor: R$ 86,00            0000086,00
20416900659Item do Pedido 00659 e valor: R$ 44,00            0000044,00
20417000659Item do Pedido 00659 e valor: R$ 22,00            0000022,00
20417100659Item do Pedido 00659 e valor: R$ 7,00             0000007,00
20417200659Item do Pedido 00659 e valor: R$ 1,00             0000001,00
20417300659Item do Pedido 00659 e valor: R$ 1,00             0000001,00
20417400659Item do Pedido 00659 e valor: R$ 3,00             0000003,00
20417500659Item do Pedido 00659 e valor: R$ 1,00             0000001,00
20417600659Item do Pedido 00659 e valor: R$ 0,00             0000000,00
20417700659Item do Pedido 00659 e valor: R$ 0,00             0000000,00
100660Pedido de Compra em 26/10/2019 com 9 itens201910261855270000048,00E
20417800660Item do Pedido 00660 e valor: R$ 47,00            0000047,00
20417900660Item do Pedido 00660 e valor: R$ 1,00             0000001,00
20418000660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418100660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418200660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418300660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418400660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418500660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418600660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
20418700660Item do Pedido 00660 e valor: R$ 0,00             0000000,00
100661Pedido de Compra em 25/10/2019 com 10 itens201910251855270000009,00E
20418800661Item do Pedido 00661 e valor: R$ 5,00             0000005,00
20418900661Item do Pedido 00661 e valor: R$ 3,00             0000003,00
20419000661Item do Pedido 00661 e valor: R$ 1,00             0000001,00
20419100661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419200661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419300661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419400661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419500661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419600661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419700661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
20419800661Item do Pedido 00661 e valor: R$ 0,00             0000000,00
100662Pedido de Compra em 25/10/2019 com 10 itens201910251855270000044,00E
20419900662Item do Pedido 00662 e valor: R$ 2,00             0000002,00
20420000662Item do Pedido 00662 e valor: R$ 10,00            0000010,00
20420100662Item do Pedido 00662 e valor: R$ 17,00            0000017,00
20420200662Item do Pedido 00662 e valor: R$ 2,00             0000002,00
20420300662Item do Pedido 00662 e valor: R$ 6,00             0000006,00
20420400662Item do Pedido 00662 e valor: R$ 4,00             0000004,00
20420500662Item do Pedido 00662 e valor: R$ 2,00             0000002,00
20420600662Item do Pedido 00662 e valor: R$ 1,00             0000001,00
20420700662Item do Pedido 00662 e valor: R$ 0,00             0000000,00
20420800662Item do Pedido 00662 e valor: R$ 0,00             0000000,00
20420900662Item do Pedido 00662 e valor: R$ 0,00             0000000,00
100663Pedido de Compra em 25/10/2019 com 10 itens201910251855270000015,00E
20421000663Item do Pedido 00663 e valor: R$ 11,00            0000011,00
20421100663Item do Pedido 00663 e valor: R$ 4,00             0000004,00
20421200663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421300663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421400663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421500663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421600663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421700663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421800663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20421900663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
20422000663Item do Pedido 00663 e valor: R$ 0,00             0000000,00
100664Pedido de Compra em 25/10/2019 com 10 itens201910251855270000076,00E
20422100664Item do Pedido 00664 e valor: R$ 36,00            0000036,00
20422200664Item do Pedido 00664 e valor: R$ 38,00            0000038,00
20422300664Item do Pedido 00664 e valor: R$ 2,00             0000002,00
20422400664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20422500664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20422600664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20422700664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20422800664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20422900664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20423000664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
20423100664Item do Pedido 00664 e valor: R$ 0,00             0000000,00
100665Pedido de Compra em 25/10/2019 com 10 itens201910251855270000036,00E
20423200665Item do Pedido 00665 e valor: R$ 25,00            0000025,00
20423300665Item do Pedido 00665 e valor: R$ 8,00             0000008,00
20423400665Item do Pedido 00665 e valor: R$ 2,00             0000002,00
20423500665Item do Pedido 00665 e valor: R$ 1,00             0000001,00
20423600665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20423700665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20423800665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20423900665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20424000665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20424100665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
20424200665Item do Pedido 00665 e valor: R$ 0,00             0000000,00
100666Pedido de Compra em 25/10/2019 com 10 itens201910251855270000039,00E
20424300666Item do Pedido 00666 e valor: R$ 28,00            0000028,00
20424400666Item do Pedido 00666 e valor: R$ 1,00             0000001,00
20424500666Item do Pedido 00666 e valor: R$ 7,00             0000007,00
20424600666Item do Pedido 00666 e valor: R$ 3,00             0000003,00
20424700666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20424800666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20424900666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20425000666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20425100666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20425200666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
20425300666Item do Pedido 00666 e valor: R$ 0,00             0000000,00
100667Pedido de Compra em 25/10/2019 com 10 itens201910251855270000053,00E
20425400667Item do Pedido 00667 e valor: R$ 48,00            0000048,00
20425500667Item do Pedido 00667 e valor: R$ 3,00             0000003,00
20425600667Item do Pedido 00667 e valor: R$ 2,00             0000002,00
20425700667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20425800667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20425900667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20426000667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20426100667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20426200667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20426300667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
20426400667Item do Pedido 00667 e valor: R$ 0,00             0000000,00
100668Pedido de Compra em 25/10/2019 com 10 itens201910251855270000158,00E
20426500668Item do Pedido 00668 e valor: R$ 59,00            0000059,00
20426600668Item do Pedido 00668 e valor: R$ 81,00            0000081,00
20426700668Item do Pedido 00668 e valor: R$ 5,00             0000005,00
20426800668Item do Pedido 00668 e valor: R$ 4,00             0000004,00
20426900668Item do Pedido 00668 e valor: R$ 7,00             0000007,00
20427000668Item do Pedido 00668 e valor: R$ 2,00             0000002,00
20427100668Item do Pedido 00668 e valor: R$ 0,00             0000000,00
20427200668Item do Pedido 00668 e valor: R$ 0,00             0000000,00
20427300668Item do Pedido 00668 e valor: R$ 0,00             0000000,00
20427400668Item do Pedido 00668 e valor: R$ 0,00             0000000,00
20427500668Item do Pedido 00668 e valor: R$ 0,00             0000000,00
100669Pedido de Compra em 25/10/2019 com 10 itens201910251855270000132,00E
20427600669Item do Pedido 00669 e valor: R$ 38,00            0000038,00
20427700669Item do Pedido 00669 e valor: R$ 93,00            0000093,00
20427800669Item do Pedido 00669 e valor: R$ 1,00             0000001,00
20427900669Item do Pedido 00669 e valor: R$ 0,00             0000000,00
